Wavelength,Test 1,Test 2,Test 3,Average
499.5000000,0.6492830,0.6549780,0.6549730,0.6530780
500.0000000,0.6462730,0.6518730,0.6519060,0.6500173
500.5000000,0.6430830,0.6486090,0.6486550,0.6467823
501.0000000,0.6398850,0.6452650,0.6452770,0.6434757
501.5000000,0.6366830,0.6418520,0.6418820,0.6401390
502.0000000,0.6331050,0.6382210,0.6382310,0.6365190
502.5000000,0.6299460,0.6348160,0.6349050,0.6332223
503.0000000,0.6267980,0.6315700,0.6316750,0.6300143
503.5000000,0.6237230,0.6283900,0.6285170,0.6268767
504.0000000,0.6207520,0.6253230,0.6253860,0.6238203
504.5000000,0.6177810,0.6222750,0.6223090,0.6207883
505.0000000,0.6148770,0.6192850,0.6192540,0.6178053
505.5000000,0.6119150,0.6161850,0.6161620,0.6147540
506.0000000,0.6091720,0.6132660,0.6134310,0.6119563
506.5000000,0.6065350,0.6105920,0.6107740,0.6093003
507.0000000,0.6040100,0.6080240,0.6081260,0.6067200
507.5000000,0.6016210,0.6054410,0.6055370,0.6041997
508.0000000,0.5992530,0.6029450,0.6030750,0.6017577
508.5000000,0.5970940,0.6006680,0.6007890,0.5995170
509.0000000,0.5949110,0.5984520,0.5986060,0.5973230
509.5000000,0.5927030,0.5962070,0.5963190,0.5950763
510.0000000,0.5906390,0.5940860,0.5941460,0.5929570
510.5000000,0.5888520,0.5921840,0.5922590,0.5910983
511.0000000,0.5871560,0.5904050,0.5904750,0.5893453
511.5000000,0.5853150,0.5886110,0.5886500,0.5875253
512.0000000,0.5836180,0.5868520,0.5869470,0.5858057
512.5000000,0.5820390,0.5851250,0.5852740,0.5841460
513.0000000,0.5804030,0.5835040,0.5836300,0.5825123
513.5000000,0.5790190,0.5820930,0.5821900,0.5811007
514.0000000,0.5777670,0.5808010,0.5808330,0.5798003
514.5000000,0.5764290,0.5793680,0.5794780,0.5784250
515.0000000,0.5751710,0.5780610,0.5781860,0.5771393
515.5000000,0.5739680,0.5768110,0.5769030,0.5758940
516.0000000,0.5727790,0.5756540,0.5757430,0.5747253
516.5000000,0.5717200,0.5744750,0.5745230,0.5735727
517.0000000,0.5706730,0.5734310,0.5734680,0.5725240
517.5000000,0.5695920,0.5722760,0.5722840,0.5713840
518.0000000,0.5686600,0.5712930,0.5713650,0.5704393
518.5000000,0.5678000,0.5704140,0.5704670,0.5695603
519.0000000,0.5668690,0.5694520,0.5695250,0.5686153
519.5000000,0.5660750,0.5686040,0.5687720,0.5678170
520.0000000,0.5652890,0.5677540,0.5679000,0.5669810
520.5000000,0.5644570,0.5669310,0.5670280,0.5661387
521.0000000,0.5638440,0.5661940,0.5663220,0.5654533
521.5000000,0.5631190,0.5655500,0.5656530,0.5647740
522.0000000,0.5624790,0.5648590,0.5649690,0.5641023
522.5000000,0.5618940,0.5642970,0.5643850,0.5635253
523.0000000,0.5612650,0.5636530,0.5637830,0.5629003
523.5000000,0.5606060,0.5629500,0.5630690,0.5622083
524.0000000,0.5600740,0.5623400,0.5624820,0.5616320
524.5000000,0.5596300,0.5617900,0.5619890,0.5611363
525.0000000,0.5591400,0.5613680,0.5615490,0.5606857
525.5000000,0.5586980,0.5608480,0.5610160,0.5601873
526.0000000,0.5582680,0.5604390,0.5605750,0.5597607
526.5000000,0.5577870,0.5599120,0.5600570,0.5592520
527.0000000,0.5573400,0.5594580,0.5595400,0.5587793
527.5000000,0.5569190,0.5590720,0.5591560,0.5583823
528.0000000,0.5566820,0.5587160,0.5588140,0.5580707
528.5000000,0.5563740,0.5584900,0.5585870,0.5578170
529.0000000,0.5560600,0.5581560,0.5582420,0.5574860
529.5000000,0.5557530,0.5577940,0.5578810,0.5571427
530.0000000,0.5554680,0.5575520,0.5576210,0.5568803
530.5000000,0.5551840,0.5572520,0.5573560,0.5565973
531.0000000,0.5549940,0.5569890,0.5571360,0.5563730
531.5000000,0.5548300,0.5567830,0.5569730,0.5561953
532.0000000,0.5546050,0.5565780,0.5567510,0.5559780
532.5000000,0.5544130,0.5563880,0.5565380,0.5557797
533.0000000,0.5542300,0.5561230,0.5563030,0.5555520
533.5000000,0.5540780,0.5559810,0.5561260,0.5553950
534.0000000,0.5539300,0.5559180,0.5559530,0.5552670
534.5000000,0.5538410,0.5557610,0.5558930,0.5551650
535.0000000,0.5536990,0.5556270,0.5557860,0.5550373
535.5000000,0.5536560,0.5555630,0.5556040,0.5549410
536.0000000,0.5536790,0.5556370,0.5557100,0.5550087
536.5000000,0.5533880,0.5553760,0.5554340,0.5547327
537.0000000,0.5530630,0.5550320,0.5550450,0.5543800
537.5000000,0.5529200,0.5549240,0.5549330,0.5542590
538.0000000,0.5528310,0.5548510,0.5549190,0.5542003
538.5000000,0.5528370,0.5548720,0.5549190,0.5542093
539.0000000,0.5529030,0.5548230,0.5548610,0.5541957
539.5000000,0.5529130,0.5548370,0.5549160,0.5542220
540.0000000,0.5529910,0.5549260,0.5549730,0.5542967
540.5000000,0.5529810,0.5549770,0.5550090,0.5543223
541.0000000,0.5530420,0.5550170,0.5550710,0.5543767
541.5000000,0.5530130,0.5549820,0.5550620,0.5543523
542.0000000,0.5530510,0.5550290,0.5550970,0.5543923
542.5000000,0.5531650,0.5550610,0.5551150,0.5544470
543.0000000,0.5532760,0.5551900,0.5552180,0.5545613
543.5000000,0.5534110,0.5552570,0.5553360,0.5546680
544.0000000,0.5535250,0.5553530,0.5554380,0.5547720
544.5000000,0.5536070,0.5554080,0.5555320,0.5548490
545.0000000,0.5536540,0.5555140,0.5555570,0.5549083
545.5000000,0.5536880,0.5555960,0.5555770,0.5549537
546.0000000,0.5537820,0.5557060,0.5557200,0.5550693
546.5000000,0.5539500,0.5557790,0.5558560,0.5551950
547.0000000,0.5541310,0.5559540,0.5560030,0.5553627
547.5000000,0.5542940,0.5560780,0.5561360,0.5555027
548.0000000,0.5543690,0.5561850,0.5562300,0.5555947
548.5000000,0.5545450,0.5563170,0.5563660,0.5557427
549.0000000,0.5547080,0.5564620,0.5565380,0.5559027
549.5000000,0.5548290,0.5566480,0.5567490,0.5560753
550.0000000,0.5549480,0.5568230,0.5568740,0.5562150
550.5000000,0.5551440,0.5569390,0.5570140,0.5563657
551.0000000,0.5552970,0.5570780,0.5572180,0.5565310
551.5000000,0.5554850,0.5572840,0.5573710,0.5567133
552.0000000,0.5557030,0.5575130,0.5575710,0.5569290
552.5000000,0.5559370,0.5577080,0.5577840,0.5571430
553.0000000,0.5561210,0.5578720,0.5579160,0.5573030
553.5000000,0.5562900,0.5580860,0.5580860,0.5574873
554.0000000,0.5565000,0.5583240,0.5582340,0.5576860
554.5000000,0.5566670,0.5584320,0.5585150,0.5578713
555.0000000,0.5569310,0.5586810,0.5588230,0.5581450
555.5000000,0.5571870,0.5588930,0.5590410,0.5583737
556.0000000,0.5573790,0.5590950,0.5592180,0.5585640
556.5000000,0.5576080,0.5593860,0.5594090,0.5588010
557.0000000,0.5577460,0.5595060,0.5595460,0.5589327
557.5000000,0.5580220,0.5597870,0.5598270,0.5592120
558.0000000,0.5582270,0.5599820,0.5600650,0.5594247
558.5000000,0.5584510,0.5601680,0.5602600,0.5596263
559.0000000,0.5587740,0.5604810,0.5605510,0.5599353
559.5000000,0.5589630,0.5606910,0.5607620,0.5601387
560.0000000,0.5591690,0.5609450,0.5609620,0.5603587
560.5000000,0.5593720,0.5611400,0.5611630,0.5605583
561.0000000,0.5595820,0.5613160,0.5614010,0.5607663
561.5000000,0.5599330,0.5616000,0.5616960,0.5610763
562.0000000,0.5601700,0.5618580,0.5620010,0.5613430
562.5000000,0.5603750,0.5620750,0.5622020,0.5615507
563.0000000,0.5606380,0.5623350,0.5623990,0.5617907
563.5000000,0.5608380,0.5625750,0.5626410,0.5620180
564.0000000,0.5611050,0.5628760,0.5629440,0.5623083
564.5000000,0.5614420,0.5631510,0.5631820,0.5625917
565.0000000,0.5616170,0.5633360,0.5633770,0.5627767
565.5000000,0.5619040,0.5635900,0.5636830,0.5630590
566.0000000,0.5622250,0.5639240,0.5639380,0.5633623
566.5000000,0.5623450,0.5641200,0.5641560,0.5635403
567.0000000,0.5626330,0.5643770,0.5644580,0.5638227
567.5000000,0.5628870,0.5645980,0.5646890,0.5640580
568.0000000,0.5631250,0.5648860,0.5649430,0.5643180
568.5000000,0.5634280,0.5651760,0.5651570,0.5645870
569.0000000,0.5636530,0.5653760,0.5653830,0.5648040
569.5000000,0.5639080,0.5656380,0.5656370,0.5650610
570.0000000,0.5642260,0.5659490,0.5659870,0.5653873
570.5000000,0.5644570,0.5662060,0.5662730,0.5656453
571.0000000,0.5647570,0.5665090,0.5665810,0.5659490
571.5000000,0.5651050,0.5668070,0.5668610,0.5662577
572.0000000,0.5653140,0.5669870,0.5670680,0.5664563
572.5000000,0.5656010,0.5672750,0.5673520,0.5667427
573.0000000,0.5658450,0.5675510,0.5676270,0.5670077
573.5000000,0.5660900,0.5678470,0.5679110,0.5672827
574.0000000,0.5663990,0.5681180,0.5681950,0.5675707
574.5000000,0.5666720,0.5683870,0.5684310,0.5678300
575.0000000,0.5669190,0.5686680,0.5687200,0.5681023
575.5000000,0.5672980,0.5690360,0.5690270,0.5684537
576.0000000,0.5675480,0.5694040,0.5693920,0.5687813
576.5000000,0.5677580,0.5695910,0.5696670,0.5690053
577.0000000,0.5680940,0.5698880,0.5699530,0.5693117
577.5000000,0.5682680,0.5700990,0.5701960,0.5695210
578.0000000,0.5686330,0.5704400,0.5705360,0.5698697
578.5000000,0.5689830,0.5707910,0.5708560,0.5702100
579.0000000,0.5692790,0.5710750,0.5711650,0.5705063
579.5000000,0.5696210,0.5713400,0.5714570,0.5708060
580.0000000,0.5699220,0.5716390,0.5717930,0.5711180
580.5000000,0.5700740,0.5718790,0.5719810,0.5713113
581.0000000,0.5703840,0.5721430,0.5722650,0.5715973
581.5000000,0.5706900,0.5724430,0.5725730,0.5719020
582.0000000,0.5709880,0.5728090,0.5729160,0.5722377
582.5000000,0.5714560,0.5731170,0.5732780,0.5726170
583.0000000,0.5717270,0.5734450,0.5736290,0.5729337
583.5000000,0.5719260,0.5737140,0.5738510,0.5731637
584.0000000,0.5723780,0.5741020,0.5741820,0.5735540
584.5000000,0.5725280,0.5744020,0.5744390,0.5737897
585.0000000,0.5728360,0.5746680,0.5747230,0.5740757
585.5000000,0.5732240,0.5749330,0.5750520,0.5744030
586.0000000,0.5733750,0.5752790,0.5753180,0.5746573
586.5000000,0.5736290,0.5755750,0.5755890,0.5749310
587.0000000,0.5740580,0.5758400,0.5759160,0.5752713
587.5000000,0.5742250,0.5761280,0.5762470,0.5755333
588.0000000,0.5745310,0.5764450,0.5765470,0.5758410
588.5000000,0.5749100,0.5767250,0.5767820,0.5761390
589.0000000,0.5751250,0.5770160,0.5771180,0.5764197
589.5000000,0.5754620,0.5772700,0.5773800,0.5767040
590.0000000,0.5758660,0.5776000,0.5776800,0.5770487
590.5000000,0.5760750,0.5779400,0.5780990,0.5773713
591.0000000,0.5764310,0.5782190,0.5783930,0.5776810
591.5000000,0.5768310,0.5786160,0.5787520,0.5780663
592.0000000,0.5769780,0.5788670,0.5789620,0.5782690
592.5000000,0.5773080,0.5791900,0.5792760,0.5785913
593.0000000,0.5776810,0.5794630,0.5795550,0.5788997
593.5000000,0.5778620,0.5797270,0.5798920,0.5791603
594.0000000,0.5781290,0.5799420,0.5800800,0.5793837
594.5000000,0.5785000,0.5802910,0.5803710,0.5797207
595.0000000,0.5786720,0.5806210,0.5807020,0.5799983
595.5000000,0.5790190,0.5808880,0.5810320,0.5803130
596.0000000,0.5794190,0.5812290,0.5813500,0.5806660
596.5000000,0.5795430,0.5815410,0.5816270,0.5809037
597.0000000,0.5798330,0.5817720,0.5818800,0.5811617
597.5000000,0.5802710,0.5820350,0.5821510,0.5814857
598.0000000,0.5805080,0.5824180,0.5825460,0.5818240
598.5000000,0.5807900,0.5827170,0.5828900,0.5821323
599.0000000,0.5812380,0.5829930,0.5831260,0.5824523
599.5000000,0.5814090,0.5833700,0.5834580,0.5827457
600.0000000,0.5815900,0.5836090,0.5837050,0.5829680
600.5000000,0.5820880,0.5839430,0.5840420,0.5833577
601.0000000,0.5823540,0.5842910,0.5844130,0.5836860
601.5000000,0.5826030,0.5845920,0.5846900,0.5839617
602.0000000,0.5830130,0.5848350,0.5849660,0.5842713
602.5000000,0.5832080,0.5851780,0.5852950,0.5845603
603.0000000,0.5834300,0.5854710,0.5855660,0.5848223
603.5000000,0.5838890,0.5857680,0.5858760,0.5851777
604.0000000,0.5840540,0.5860730,0.5861460,0.5854243
604.5000000,0.5843540,0.5863830,0.5864470,0.5857280
605.0000000,0.5849080,0.5866750,0.5868040,0.5861290
605.5000000,0.5850500,0.5870100,0.5870960,0.5863853
606.0000000,0.5852480,0.5872900,0.5873350,0.5866243
606.5000000,0.5856370,0.5874780,0.5875610,0.5868920
607.0000000,0.5857600,0.5878150,0.5878490,0.5871413
607.5000000,0.5859760,0.5881260,0.5882130,0.5874383
608.0000000,0.5865020,0.5883890,0.5885440,0.5878117
608.5000000,0.5867550,0.5887100,0.5889030,0.5881227
609.0000000,0.5868480,0.5889600,0.5890720,0.5882933
609.5000000,0.5873010,0.5891510,0.5892950,0.5885823
610.0000000,0.5875080,0.5894350,0.5896190,0.5888540
610.5000000,0.5875810,0.5897380,0.5898850,0.5890680
611.0000000,0.5879960,0.5899690,0.5900850,0.5893500
611.5000000,0.5884340,0.5903030,0.5904680,0.5897350
612.0000000,0.5884230,0.5905720,0.5907380,0.5899110
612.5000000,0.5887780,0.5908130,0.5909680,0.5901863
613.0000000,0.5891540,0.5910510,0.5911750,0.5904600
613.5000000,0.5891550,0.5914040,0.5914870,0.5906820
614.0000000,0.5892980,0.5915380,0.5916400,0.5908253
614.5000000,0.5897200,0.5917340,0.5918390,0.5910977
615.0000000,0.5898900,0.5919870,0.5921680,0.5913483
615.5000000,0.5899650,0.5922680,0.5923740,0.5915357
616.0000000,0.5904440,0.5924390,0.5925780,0.5918203
616.5000000,0.5907440,0.5926880,0.5928170,0.5920830
617.0000000,0.5907810,0.5929780,0.5930500,0.5922697
617.5000000,0.5910490,0.5931640,0.5932690,0.5924940
618.0000000,0.5913190,0.5933310,0.5934880,0.5927127
618.5000000,0.5913590,0.5935290,0.5936850,0.5928577
619.0000000,0.5915130,0.5937380,0.5938280,0.5930263
619.5000000,0.5919350,0.5938290,0.5939680,0.5932440
620.0000000,0.5919570,0.5940810,0.5942120,0.5934167
620.5000000,0.5919790,0.5943210,0.5943800,0.5935600
621.0000000,0.5923860,0.5944520,0.5945110,0.5937830
621.5000000,0.5925740,0.5945840,0.5947080,0.5939553
622.0000000,0.5924340,0.5946810,0.5948270,0.5939807
622.5000000,0.5925920,0.5947320,0.5949200,0.5940813
623.0000000,0.5928670,0.5948930,0.5950280,0.5942627
623.5000000,0.5927520,0.5949510,0.5951030,0.5942687
624.0000000,0.5927980,0.5950050,0.5951520,0.5943183
624.5000000,0.5930280,0.5950380,0.5951300,0.5943987
625.0000000,0.5930000,0.5951120,0.5952840,0.5944653
625.5000000,0.5928180,0.5950670,0.5952060,0.5943637
626.0000000,0.5929490,0.5949440,0.5951280,0.5943403
626.5000000,0.5929040,0.5949580,0.5950850,0.5943157
627.0000000,0.5925370,0.5948720,0.5950080,0.5941390
627.5000000,0.5925000,0.5946350,0.5946890,0.5939413
628.0000000,0.5924660,0.5944530,0.5945280,0.5938157
628.5000000,0.5919740,0.5942180,0.5942940,0.5934953
629.0000000,0.5916450,0.5938100,0.5938690,0.5931080
629.5000000,0.5914040,0.5933170,0.5934280,0.5927163
630.0000000,0.5907200,0.5927560,0.5928710,0.5921157
630.5000000,0.5898980,0.5920230,0.5921880,0.5913697
631.0000000,0.5893350,0.5911140,0.5912750,0.5905747
631.5000000,0.5882280,0.5900400,0.5901340,0.5894673
632.0000000,0.5867180,0.5887780,0.5888120,0.5881027
632.5000000,0.5850410,0.5868850,0.5869120,0.5862793
633.0000000,0.5826760,0.5842730,0.5842560,0.5837350
633.5000000,0.5789040,0.5805830,0.5804980,0.5799950
634.0000000,0.5736240,0.5752130,0.5750930,0.5746433
634.5000000,0.5694270,0.5707150,0.5706740,0.5702720
635.0000000,0.5697980,0.5712270,0.5714540,0.5708263
635.5000000,0.5753900,0.5771430,0.5775530,0.5766953
636.0000000,0.5831330,0.5849280,0.5853150,0.5844587
636.5000000,0.5919800,0.5939090,0.5942080,0.5933657
637.0000000,0.6010300,0.6035990,0.6038760,0.6028350
637.5000000,0.6107330,0.6138360,0.6140730,0.6128807
638.0000000,0.6219300,0.6252410,0.6255430,0.6242380
638.5000000,0.6353610,0.6393530,0.6396550,0.6381230
639.0000000,0.6487200,0.6534780,0.6538370,0.6520117
639.5000000,0.6632380,0.6683490,0.6685960,0.6667277
640.0000000,0.6795780,0.6851290,0.6851840,0.6832970
640.5000000,0.6964740,0.7028110,0.7026650,0.7006500
641.0000000,0.7130390,0.7200120,0.7197830,0.7176113
641.5000000,0.7306300,0.7379390,0.7379540,0.7355077
642.0000000,0.7489840,0.7570020,0.7573180,0.7544347
642.5000000,0.7656460,0.7747310,0.7751490,0.7718420
643.0000000,0.7824500,0.7924130,0.7928140,0.7892257
643.5000000,0.7995670,0.8103090,0.8105340,0.8068033
644.0000000,0.8137430,0.8255200,0.8257160,0.8216597
644.5000000,0.8266010,0.8393290,0.8394870,0.8351390
645.0000000,0.8380170,0.8511750,0.8512940,0.8468287
645.5000000,0.8469070,0.8605300,0.8606470,0.8560280
646.0000000,0.8539660,0.8683050,0.8684240,0.8635650
646.5000000,0.8585270,0.8731870,0.8732450,0.8683197
647.0000000,0.8611940,0.8756690,0.8757790,0.8708807
647.5000000,0.8616720,0.8762100,0.8763800,0.8714207
648.0000000,0.8601290,0.8748380,0.8750150,0.8699940
648.5000000,0.8571480,0.8714860,0.8717400,0.8667913
649.0000000,0.8531270,0.8671530,0.8674260,0.8625687
649.5000000,0.8474700,0.8614960,0.8617020,0.8568893
650.0000000,0.8417890,0.8555700,0.8557460,0.8510350
650.5000000,0.8352520,0.8484530,0.8484990,0.8440680
651.0000000,0.8286310,0.8414640,0.8414700,0.8371883
651.5000000,0.8209970,0.8336710,0.8337720,0.8294800
652.0000000,0.8138970,0.8260420,0.8262240,0.8220543
652.5000000,0.8068180,0.8182120,0.8184620,0.8144973
653.0000000,0.7995830,0.8108250,0.8110910,0.8071663
653.5000000,0.7923660,0.8032780,0.8035280,0.7997240
654.0000000,0.7854820,0.7956870,0.7959780,0.7923823
654.5000000,0.7788700,0.7887040,0.7889790,0.7855177
655.0000000,0.7722740,0.7820330,0.7822740,0.7788603
655.5000000,0.7661640,0.7755470,0.7757410,0.7724840
656.0000000,0.7605190,0.7693420,0.7695680,0.7664763
656.5000000,0.7546530,0.7633870,0.7635890,0.7605430
657.0000000,0.7492690,0.7579420,0.7581120,0.7551077
657.5000000,0.7444520,0.7527610,0.7529630,0.7500587
658.0000000,0.7396390,0.7477020,0.7478330,0.7450580
658.5000000,0.7350700,0.7431840,0.7432810,0.7405117
659.0000000,0.7306920,0.7388180,0.7388770,0.7361290
659.5000000,0.7265720,0.7342510,0.7342840,0.7317023
660.0000000,0.7224450,0.7297400,0.7298060,0.7273303
660.5000000,0.7183220,0.7256790,0.7257650,0.7232553
661.0000000,0.7145280,0.7217350,0.7218090,0.7193573
661.5000000,0.7111900,0.7179860,0.7181110,0.7157623
662.0000000,0.7077670,0.7144280,0.7146640,0.7122863
662.5000000,0.7045110,0.7112840,0.7114610,0.7090853
663.0000000,0.7014890,0.7080760,0.7082250,0.7059300
663.5000000,0.6987030,0.7048850,0.7051260,0.7029047
664.0000000,0.6958230,0.7019580,0.7022600,0.7000137
664.5000000,0.6930340,0.6993470,0.6995990,0.6973267
665.0000000,0.6903920,0.6966210,0.6968330,0.6946153
665.5000000,0.6880470,0.6938370,0.6941160,0.6920000
666.0000000,0.6856020,0.6914790,0.6917290,0.6896033
666.5000000,0.6832680,0.6892330,0.6894190,0.6873067
667.0000000,0.6812150,0.6870380,0.6871410,0.6851313
667.5000000,0.6791410,0.6847630,0.6848050,0.6829030
668.0000000,0.6770110,0.6825580,0.6826890,0.6807527
668.5000000,0.6748850,0.6805360,0.6806710,0.6786973
669.0000000,0.6729180,0.6783290,0.6784950,0.6765807
669.5000000,0.6711090,0.6762090,0.6764620,0.6745933
670.0000000,0.6692120,0.6744670,0.6746640,0.6727810
670.5000000,0.6673450,0.6726660,0.6728680,0.6709597
671.0000000,0.6656660,0.6708160,0.6709870,0.6691563
671.5000000,0.6639890,0.6689720,0.6691440,0.6673683
672.0000000,0.6622600,0.6673540,0.6675340,0.6657160
672.5000000,0.6606840,0.6657950,0.6659480,0.6641423
673.0000000,0.6593190,0.6642490,0.6643810,0.6626497
673.5000000,0.6578280,0.6627320,0.6628750,0.6611450
674.0000000,0.6563150,0.6613050,0.6614940,0.6597047
674.5000000,0.6549140,0.6598510,0.6600180,0.6582610
675.0000000,0.6536210,0.6582890,0.6584950,0.6568017
675.5000000,0.6523030,0.6569530,0.6571270,0.6554610
676.0000000,0.6509270,0.6557210,0.6558570,0.6541683
676.5000000,0.6498320,0.6545790,0.6547110,0.6530407
677.0000000,0.6487580,0.6533290,0.6534670,0.6518513
677.5000000,0.6475000,0.6520660,0.6522470,0.6506043
678.0000000,0.6464010,0.6511140,0.6512770,0.6495973
678.5000000,0.6453060,0.6499190,0.6500530,0.6484260
679.0000000,0.6442800,0.6487670,0.6489460,0.6473310
679.5000000,0.6431740,0.6476380,0.6478550,0.6462223
680.0000000,0.6421150,0.6467230,0.6468890,0.6452423
680.5000000,0.6411450,0.6457000,0.6458160,0.6442203
681.0000000,0.6403100,0.6447010,0.6447880,0.6432663
681.5000000,0.6392030,0.6436360,0.6437820,0.6422070
682.0000000,0.6383420,0.6428080,0.6429820,0.6413773
682.5000000,0.6376210,0.6419060,0.6420310,0.6405193
683.0000000,0.6367450,0.6409370,0.6411060,0.6395960
683.5000000,0.6357640,0.6400570,0.6403000,0.6387070
684.0000000,0.6349050,0.6393580,0.6395280,0.6379303
684.5000000,0.6342170,0.6384780,0.6385960,0.6370970
685.0000000,0.6334610,0.6376100,0.6377740,0.6362817
685.5000000,0.6325060,0.6367570,0.6369820,0.6354150
686.0000000,0.6317400,0.6360830,0.6362890,0.6347040
686.5000000,0.6312180,0.6354020,0.6355670,0.6340623
687.0000000,0.6305280,0.6345680,0.6347630,0.6332863
687.5000000,0.6296470,0.6337830,0.6339950,0.6324750
688.0000000,0.6290000,0.6332260,0.6334430,0.6318897
688.5000000,0.6284440,0.6325040,0.6327400,0.6312293
689.0000000,0.6278010,0.6317540,0.6319730,0.6305093
689.5000000,0.6269860,0.6310810,0.6312580,0.6297750
690.0000000,0.6262280,0.6304580,0.6306290,0.6291050
690.5000000,0.6256880,0.6298210,0.6299900,0.6284997
691.0000000,0.6252500,0.6291920,0.6293620,0.6279347
691.5000000,0.6244540,0.6284270,0.6286460,0.6271757
692.0000000,0.6237860,0.6279040,0.6281260,0.6266053
692.5000000,0.6234330,0.6275150,0.6276480,0.6261987
693.0000000,0.6228960,0.6267850,0.6269190,0.6255333
693.5000000,0.6221130,0.6261160,0.6263070,0.6248453
694.0000000,0.6215410,0.6256510,0.6258230,0.6243383
694.5000000,0.6210290,0.6249840,0.6252220,0.6237450
695.0000000,0.6205750,0.6244390,0.6246250,0.6232130
695.5000000,0.6198720,0.6238800,0.6240140,0.6225887
696.0000000,0.6191480,0.6232930,0.6234670,0.6219693
696.5000000,0.6188140,0.6228590,0.6230660,0.6215797
697.0000000,0.6185030,0.6223710,0.6225530,0.6211423
697.5000000,0.6177800,0.6216470,0.6218520,0.6204263
698.0000000,0.6171390,0.6212310,0.6214150,0.6199283
698.5000000,0.6167990,0.6207580,0.6209700,0.6195090
699.0000000,0.6164020,0.6201490,0.6203680,0.6189730
